@relation preprocessamentoCK

@attribute CLASSE REAL 
@attribute CBO REAL 
@attribute DIT REAL 
@attribute LCOM REAL 
@attribute NOC REAL 
@attribute RFC REAL 
@attribute WMC REAL 
@attribute UOTESTED {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@data
6,5,2,1,0,5,1,12
6,5,3,1,0,8,2,12
6,3,2,1,0,3,2,12
6,6,2,1,0,5,2,12
6,7,1,1,0,9,2,12
6,11,2,1,1,10,2,12
6,13,2,1,0,20,2,12
6,10,2,1,0,9,2,12
6,3,3,1,0,5,3,12
6,12,1,1,0,16,9,12
6,8,2,1,0,8,3,12
6,2,2,1,0,3,1,12
6,23,2,1,6,21,8,12
6,17,1,1,14,1,1,12
6,7,2,1,0,9,3,12
6,3,2,1,0,2,1,12
6,7,1,1,0,9,3,12
6,3,4,1,0,6,2,12
6,2,2,1,0,3,2,12
6,5,2,1,0,6,1,12
6,3,1,1,0,3,3,12
6,12,3,1,1,11,3,12
6,5,3,1,0,6,2,12
6,3,3,1,0,5,2,12
6,19,1,1,0,30,8,12
6,9,2,1,0,14,2,12
6,4,3,1,0,7,2,12
6,4,3,1,0,5,1,12
6,24,1,3,0,66,34,12
6,75,0,2,0,2,0,12
6,2,1,1,0,3,2,12
6,10,1,1,0,10,5,11
6,8,1,1,0,12,5,11
6,73,1,2,0,171,104,11
6,4,1,1,0,2,1,11
6,3,1,1,0,1,1,11
6,6,1,1,0,7,2,11
6,3,1,1,0,2,1,11
6,17,3,2,0,4,3,12
6,7,3,3,0,5,4,12
6,5,3,2,0,5,4,12
6,8,3,2,0,3,3,12
6,21,3,5,0,27,11,12
6,2,1,2,0,15,11,12
6,3,1,2,0,10,10,12
6,19,3,2,0,12,3,12
6,0,0,0,0,33,0,12
6,11,2,1,5,3,2,12
6,22,0,2,0,2,0,12
6,5,1,1,0,3,2,12
6,54,1,9,1,106,68,12
6,5,2,1,0,9,2,12
6,8,1,1,6,1,1,12
6,2,2,1,0,1,2,12
6,11,1,1,0,20,3,12
6,3,2,1,0,3,2,12
6,7,2,1,0,9,1,12
6,16,2,1,1,21,6,12
6,4,3,1,0,5,1,12
6,8,2,1,0,12,4,12
6,3,1,1,0,3,2,12
6,3,1,1,0,3,2,12
6,6,1,3,0,5,4,12
6,31,0,2,0,2,0,12
6,2,1,1,0,3,2,12
6,44,1,2,0,65,8,11
6,0,0,0,0,37,0,12
6,5,1,1,0,3,2,12
6,7,1,1,0,3,2,12
6,3,1,1,0,3,2,12
6,15,2,1,10,3,2,12
6,18,0,2,0,2,0,12
6,6,1,1,0,3,2,12
6,77,1,9,0,214,134,12
6,2,1,1,0,2,1,12
6,15,1,1,0,22,12,12
6,3,1,1,0,3,1,12
6,2,1,1,0,2,1,12
6,3,1,1,0,3,2,12
6,9,1,1,0,14,6,12
6,10,1,1,0,11,3,12
6,14,1,1,0,27,13,12
6,2,1,1,0,2,1,12
6,13,1,1,0,25,9,12
6,11,1,1,0,11,2,12
6,4,1,1,0,5,3,12
6,6,1,1,0,6,1,12
6,2,1,1,0,6,1,12
6,5,1,3,0,5,4,12
6,8,1,1,0,3,2,12
6,3,1,1,0,3,2,12
6,11,1,4,0,7,6,12
6,15,1,2,0,20,12,12
6,5,1,1,0,3,2,12
6,8,1,3,0,5,5,12
6,6,1,1,2,35,16,12
6,2,0,2,0,3,1,12
6,4,1,1,0,12,4,12
6,0,0,0,0,3,0,12
6,138,2,20,3,273,189,12
6,1,2,1,0,7,2,12
6,14,1,1,0,14,9,12
6,26,1,12,0,18,18,12
6,4,1,3,0,22,13,12
6,2,0,2,0,3,1,12
6,32,1,6,0,139,89,12
6,5,1,1,0,6,3,12
6,4,1,2,0,6,4,12
6,15,1,1,0,74,61,12
6,0,0,0,0,2,0,12
6,4,1,1,0,6,2,12
6,19,1,1,0,75,38,12
6,22,1,4,0,5,4,12
6,5,1,1,0,4,2,12
6,3,1,6,0,20,18,12
6,0,0,0,0,4,0,12
6,0,0,0,0,10,0,12
6,0,0,0,0,1,0,12
6,1,1,2,0,3,3,12
6,2,1,3,0,4,4,12
6,21,0,3,0,4,2,12
6,3,1,1,0,5,7,12
6,0,0,0,0,3,0,12
6,0,0,0,0,14,0,12
6,4,1,1,0,9,10,12
6,3,5,0,0,2,1,12
6,87,1,3,3,178,239,12
6,3,2,4,1,15,10,12
6,2,1,0,0,1,1,11
6,3,1,7,0,11,9,11
6,23,1,5,0,18,17,12
6,6,1,1,0,7,8,12
6,24,1,4,0,17,16,12
6,5,1,4,0,26,18,12
6,2,0,2,0,2,0,12
6,4,0,4,0,5,3,12
6,0,0,0,0,5,0,12
6,29,1,9,0,64,59,12
6,10,1,3,0,25,18,12
6,7,1,3,0,4,4,12
6,3,1,1,0,1,3,12
6,11,1,2,0,11,12,12
6,132,1,11,2,260,183,12
6,9,0,3,0,4,2,12
6,19,4,0,0,2,1,12
6,9,1,1,0,40,35,12
6,5,1,4,0,5,5,12
6,1,0,2,0,2,0,12
6,97,1,10,3,106,67,12
6,2,1,0,0,1,1,12
6,16,1,4,0,5,5,12
6,0,0,0,0,6,0,12
6,0,0,0,0,6,0,12
6,54,1,7,0,87,67,12
6,4,1,1,0,4,3,12
6,73,2,4,0,162,41,11
6,5,1,3,0,11,5,11
6,3,1,1,0,2,2,11
6,12,1,5,0,33,6,11
6,10,1,2,0,23,8,11
6,9,1,1,0,24,8,11
6,15,1,1,0,34,15,11
6,23,1,2,0,32,15,11
6,18,1,2,0,66,40,11
6,1,0,2,0,2,0,11
6,1,1,2,0,19,13,11
6,22,1,2,0,49,15,11
6,26,1,4,0,35,10,11
6,36,1,1,2,89,34,11
6,62,1,11,0,122,29,11
6,3,1,2,0,13,10,11
6,17,2,1,0,41,14,11
6,1,1,1,0,9,9,12
6,0,0,0,0,36,0,12
6,13,1,4,0,7,10,12
6,15,1,3,0,27,29,12
6,6,1,3,0,5,8,12
6,6,1,1,0,5,4,12
6,32,2,1,1,124,90,12
6,1,1,1,0,7,6,12
6,4,1,1,0,16,6,12
6,10,1,0,0,0,0,12
6,2,0,2,0,2,0,12
6,5,1,8,0,22,25,12
6,9,0,2,0,2,0,12
6,1,1,1,0,5,10,12
6,3,0,2,0,2,0,12
6,5,1,1,0,23,16,12
6,0,0,0,0,6,0,12
6,6,1,1,0,12,6,12
6,4,1,5,0,27,20,12
6,27,1,1,0,51,24,11
6,3,1,0,0,7,2,11
6,5,1,4,0,11,16,12
6,5,1,4,2,11,7,12
6,49,1,7,2,198,178,12
6,7,0,2,0,2,0,12
6,0,0,0,0,1,0,12
6,0,0,0,0,1,0,12
6,68,1,9,2,285,245,12
6,3,1,0,0,2,1,12
6,2,1,2,0,4,4,12
6,4,1,7,2,24,21,12
6,59,1,9,2,173,197,12
6,1,0,2,0,2,0,12
6,1,1,5,4,7,2,12
6,5,1,1,0,27,21,12
6,2,0,3,0,4,2,12
6,3,1,3,0,15,16,12
6,12,1,4,0,16,15,12
6,3,1,3,0,5,5,12
6,3,1,4,0,5,4,12
6,11,1,2,0,26,16,12
6,0,0,0,0,5,0,12
6,3,1,1,0,25,23,12
6,0,0,0,0,0,0,12
6,13,1,12,0,40,29,12
6,2,0,2,0,2,0,12
6,5,1,1,0,39,43,12
6,5,1,2,0,16,7,12
6,1,1,1,0,4,7,12
6,0,0,0,0,68,0,12
6,6,1,1,0,54,5,12
6,15,2,1,0,58,50,12
6,7,2,13,0,15,13,12
6,1,1,3,0,6,10,12
6,0,1,1,0,37,22,12
6,2,1,5,0,11,9,12
6,19,1,6,0,24,26,12
6,2,1,2,0,6,6,12
6,6,1,1,0,10,5,12
6,243,3,5,5,471,395,12
6,2,2,1,0,20,9,12
6,4,1,3,0,22,20,12
6,6,1,1,0,6,4,12
6,6,2,1,0,19,5,12
6,9,1,8,0,20,12,11
6,7,1,5,0,26,29,12
6,168,3,24,1,360,342,12
6,2,0,2,0,2,0,12
6,0,0,0,0,23,0,12
6,11,1,6,0,27,16,12
6,19,1,5,2,22,19,11
6,9,1,6,2,15,10,11
6,8,1,1,0,28,20,12
6,11,1,6,0,17,17,12
6,8,1,2,0,25,21,12
6,2,1,2,0,3,3,12
6,31,1,2,0,79,81,12
6,1,1,1,0,1,1,12
6,50,1,12,0,57,23,11
6,1,1,1,0,31,21,12
6,1,1,2,0,4,3,12
6,2,1,1,0,17,7,12
6,3,1,1,0,7,4,12
6,17,1,0,0,4,2,12
6,17,1,5,0,40,46,12
6,13,1,1,0,11,8,12
6,1,1,5,0,5,5,12
6,5,1,2,0,19,14,12
6,5,1,2,0,18,11,12
6,1,1,5,0,10,15,12
6,5,1,2,0,16,8,12
6,4,1,3,0,16,8,12
6,4,1,1,0,6,7,12
6,14,1,1,0,65,56,12
6,3,1,0,0,3,2,12
6,2,0,2,0,3,1,12
6,2,1,2,0,8,5,12
6,9,1,1,0,43,26,12
6,9,1,2,0,6,5,12
6,18,0,3,0,4,2,12
6,16,1,2,0,33,16,12
6,6,1,4,1,11,21,12
6,2,0,2,0,2,0,12
6,4,2,0,0,4,2,12
6,11,1,2,0,39,27,12
6,3,1,1,0,18,21,12
6,11,1,1,0,29,28,12
6,0,0,0,0,1,0,12
6,2,1,1,0,8,15,12
6,2,1,3,0,7,5,12
6,4,0,4,0,6,3,12
6,4,1,3,0,8,6,12
6,6,1,3,1,33,34,12
6,3,1,1,0,29,19,12
6,1,1,1,0,4,4,12
6,1,1,5,0,5,6,12
6,15,0,2,0,2,0,12
6,21,1,1,0,33,4,11
6,8,1,1,0,33,21,11
6,17,1,3,0,22,10,11
6,42,1,1,0,75,14,11
6,38,1,1,0,72,15,11
6,36,1,1,0,77,22,11
6,1,1,1,0,6,3,11
6,20,2,1,0,28,11,11
6,14,1,2,0,13,8,11
6,1,1,1,0,13,13,11
6,31,1,1,0,60,9,11
6,14,1,2,0,31,12,11
6,6,1,1,0,15,13,11
6,119,1,2,0,297,78,11
6,14,1,1,0,13,2,11
6,71,1,1,0,167,45,11
6,51,1,1,0,100,73,11
6,3,2,1,0,6,6,11
6,60,1,4,6,95,49,11
6,5,3,2,0,8,3,11
6,4,1,1,0,2,1,11
6,1,1,2,0,5,5,11
6,47,1,11,0,71,33,11
6,22,1,2,0,64,33,11
6,5,1,1,0,25,18,11
6,14,1,1,0,32,8,11
6,23,1,2,0,46,16,11
6,22,1,1,0,51,18,11
6,24,1,1,0,69,17,11
6,28,1,1,0,46,5,11
6,24,1,1,0,55,41,11
6,9,1,1,0,18,17,11
6,32,1,1,0,78,36,11
6,45,1,1,0,62,11,11
6,4,2,1,0,3,1,11
6,36,1,1,0,59,41,11
6,3,1,1,0,5,3,11
6,6,2,1,0,15,13,11
6,18,1,1,0,27,17,11
6,18,1,1,0,52,18,11
6,22,1,1,0,36,4,11
6,25,1,10,1,56,57,11
6,25,1,1,0,56,20,11
6,42,1,1,0,66,8,11
6,12,1,1,0,21,4,11
6,29,1,2,0,30,18,11
6,0,1,1,0,9,4,11
6,40,1,1,0,82,30,11
6,13,3,1,0,4,3,11
6,42,1,1,0,72,44,11
6,3,1,1,0,5,2,11
6,33,1,1,0,62,11,11
6,72,1,1,0,203,100,11
6,10,2,1,0,4,2,11
6,9,1,2,0,22,12,11
6,45,1,1,0,129,92,11
6,23,1,2,0,55,40,11
6,0,1,3,0,14,11,11
6,8,1,2,0,10,6,11
6,10,1,1,0,41,16,11
6,5,1,1,0,7,5,11
6,6,1,2,0,21,9,11
6,15,1,2,0,65,42,11
6,0,1,2,0,8,6,11
6,19,1,1,0,29,4,11
6,14,1,1,0,14,2,11
6,12,1,1,0,9,3,11
6,38,1,1,0,68,20,11
6,6,1,2,0,12,5,11
6,45,1,2,0,126,43,11
6,18,1,2,0,33,11,11
6,3,1,2,0,6,3,11
6,6,1,1,0,7,4,11
6,62,1,15,0,76,31,11
6,1,1,1,0,1,1,11
6,28,1,1,0,47,11,11
6,9,1,9,0,13,11,12
6,1,1,2,0,20,12,12
6,10,1,1,0,111,83,12
6,2,1,1,0,15,6,12
6,13,1,5,0,40,22,12
6,1,1,4,0,6,10,12
6,12,1,2,0,34,21,12
6,5,1,1,0,9,6,12
6,20,1,2,2,40,12,12
6,1,0,2,0,2,0,12
6,5,1,6,0,9,9,12
6,11,1,1,0,4,3,12
6,38,1,1,0,84,107,12
6,0,0,0,0,2,0,12
6,5,1,2,2,12,6,11
6,4,1,1,0,40,25,12
6,12,1,6,0,74,46,12
6,6,1,2,0,8,4,12
6,3,1,9,0,17,16,12
6,8,1,2,0,79,41,12
6,13,1,1,1,40,21,12
6,2,1,5,3,8,5,11
6,12,1,1,0,22,15,12
6,7,1,3,0,34,23,12
6,2,1,0,0,1,1,12
6,4,1,1,0,22,9,11
6,10,1,4,0,47,17,11
6,0,1,2,0,2,2,11
6,14,1,6,0,37,8,11
6,14,1,1,0,38,8,11
6,11,1,1,0,18,5,11
6,25,1,5,0,79,26,11
6,1,4,0,0,6,3,12
6,5,1,10,4,17,3,12
6,8,1,2,0,3,3,12
6,4,1,1,0,7,7,12
6,7,1,2,0,74,41,12
6,0,1,1,0,6,4,12
6,7,1,1,0,33,36,12
6,5,1,1,0,63,51,11
6,3,1,1,0,37,35,12
6,3,1,2,0,14,7,11
6,8,1,3,0,16,10,12
6,8,1,1,0,12,13,12
6,5,1,1,0,6,2,12
6,0,0,0,0,3,0,12
6,5,1,1,0,20,6,11
6,3,1,3,0,4,4,12
6,5,1,1,0,19,13,12
6,20,1,3,0,32,21,12
6,2,1,1,0,17,12,12
6,26,1,1,0,102,68,12
6,3,1,1,0,12,12,12
6,3,1,1,0,9,5,12
6,1,1,1,0,14,9,12
6,3,1,1,0,17,5,12
6,0,1,1,0,1,1,11
6,5,1,0,0,0,0,12
6,7,1,1,0,28,23,12
6,4,1,0,0,2,1,12
6,2,0,3,0,3,1,12
6,12,1,7,0,10,10,12
6,14,1,2,0,4,4,12
6,15,1,2,0,13,5,12
6,13,1,2,0,9,12,12
6,0,0,0,0,1,0,12
6,17,1,5,0,21,23,12
6,12,1,5,0,14,9,12
6,122,2,4,2,213,130,12
6,56,2,3,0,46,20,12
6,5,1,7,0,9,9,12
6,25,1,1,1,57,45,12
6,2,1,1,0,31,37,12
6,0,0,0,0,1,0,12
6,7,4,0,0,4,2,12
6,8,1,2,0,53,30,12
6,0,0,0,0,12,0,12
6,4,2,2,1,12,7,12
6,23,1,2,0,55,49,12
6,1,1,1,0,24,12,12
6,8,1,4,5,32,27,12
6,3,2,0,0,2,1,12
6,4,2,0,0,6,2,12
6,3,2,1,0,6,3,12
6,4,2,2,0,6,4,12
6,3,2,1,0,5,3,12
6,12,1,1,0,23,8,11
6,3,1,1,0,17,2,11
6,4,1,2,0,11,5,11
6,9,1,1,0,32,7,11
6,24,1,1,0,73,21,11
6,32,1,1,0,105,36,11
6,0,1,1,0,7,10,12
6,23,1,1,0,68,18,12
6,6,2,1,0,42,22,12
6,0,1,1,0,7,5,11
6,11,1,1,0,20,3,11
6,2,1,1,0,14,7,12
6,2,1,1,0,7,4,12
6,0,0,0,0,2,0,12
6,0,0,0,0,1,0,12
6,3,1,3,0,5,4,12
6,0,0,0,0,1,0,12
6,5,1,3,0,7,6,12
6,4,1,2,0,4,4,12
6,4,1,3,1,4,4,12
6,14,1,1,3,15,5,12
6,10,1,4,0,22,13,12
6,2,0,2,0,2,0,12
6,8,1,1,0,10,4,12
6,0,0,0,0,1,0,12
6,29,1,1,0,67,24,12
6,5,2,0,0,2,1,12
6,7,1,1,0,28,13,12
6,5,1,1,0,7,3,12
6,18,2,1,0,60,34,12
6,5,1,1,0,29,19,12
6,2,1,8,0,13,9,12
6,13,1,3,0,92,50,12
6,8,0,3,0,18,23,12
6,7,1,1,0,13,6,12
6,3,1,1,0,13,9,12
6,21,1,1,0,72,42,11
6,13,1,1,0,58,24,11
6,2,2,5,0,7,7,11
6,27,1,8,0,20,14,12
6,23,1,3,0,6,5,12
6,23,1,3,0,5,4,12
6,11,1,2,0,4,3,12
6,3,1,1,0,3,2,12
6,7,1,2,0,5,4,12
6,11,1,2,0,9,4,12
6,31,1,2,0,5,4,12
6,3,1,1,0,3,2,12
6,5,1,1,0,3,2,12
6,19,1,1,0,3,2,12
6,10,1,2,0,4,3,12
6,39,1,1,1,3,2,12
6,4,1,2,0,4,3,12
6,5,1,1,0,3,2,12
6,38,2,0,15,2,1,12
6,22,0,2,0,2,0,12
6,13,3,11,0,67,48,12
6,2,3,0,0,4,2,12
6,20,2,2,0,88,37,12
6,0,0,0,0,2,0,12
6,10,1,2,0,25,16,12
6,37,2,3,0,196,162,12
6,6,1,3,0,7,8,12
6,23,1,7,0,87,78,12
6,10,1,2,0,21,10,12
6,14,1,4,0,46,40,12
6,7,2,1,0,41,27,12
6,5,2,1,0,5,3,12
6,5,1,1,0,16,10,12
6,40,1,18,2,135,81,12
6,11,2,4,0,62,47,12
6,2,0,2,0,2,0,12
6,13,2,1,0,63,28,12
6,1,1,1,0,7,4,12
6,2,1,1,0,2,2,12
6,145,3,7,3,259,222,12
6,4,1,1,0,14,7,12
6,1,2,1,0,7,2,12
6,3,1,1,0,3,1,12
6,38,2,21,0,86,77,12
6,37,1,2,11,76,28,11
6,2,1,1,0,6,8,12
6,1,1,1,0,2,1,12
6,1,1,1,0,9,5,12
6,5,1,12,0,30,25,12
6,0,1,1,0,1,5,12
6,0,5,0,0,4,2,12
6,2,1,1,0,28,39,12
6,3,1,2,0,15,7,12
6,1,1,1,0,4,7,12
6,1,1,4,0,7,4,12
6,2,1,4,0,7,4,12
6,9,1,1,0,65,67,12
6,1,1,1,0,7,5,12
6,10,1,1,0,37,34,12
6,2,1,0,0,1,1,12
6,1,1,9,0,15,15,12
6,0,0,0,0,13,0,12
6,11,1,11,3,19,10,12
6,4,1,4,0,8,8,12
6,31,1,1,0,106,22,11
6,1,1,2,0,2,2,11
6,18,1,9,0,29,11,11
6,19,1,1,0,41,6,11
6,4,1,1,0,24,17,11
6,2,1,1,0,3,2,11
6,27,1,6,0,53,19,11
6,24,1,5,0,43,12,11
6,8,1,1,0,33,20,11
6,16,1,4,0,44,19,11
6,4,1,1,0,5,4,11
6,11,1,1,0,28,12,11
6,8,1,1,0,38,26,11
6,99,1,38,0,296,152,11
6,13,1,3,0,102,69,11
6,1,2,3,0,6,4,11
6,10,1,2,0,28,27,11
6,4,2,1,0,7,1,11
6,13,1,2,0,69,53,11
6,6,2,1,0,17,4,11
6,1,1,2,0,4,3,11
6,8,1,2,0,18,5,11
6,6,1,2,0,23,11,11
6,9,1,1,0,32,22,11
6,3,1,1,0,16,5,11
6,19,1,1,0,50,30,11
6,8,1,3,0,24,7,11
6,4,1,1,0,15,16,11
6,3,1,13,0,16,15,11
6,10,1,3,0,19,11,11
6,6,1,2,0,12,5,11
6,5,1,1,0,10,4,12
6,3,1,1,0,13,11,12
6,9,1,1,0,57,39,12
6,8,1,1,0,35,43,12
6,10,1,16,0,17,17,12
6,8,1,18,0,30,23,12
6,2,1,1,0,14,7,12
6,22,1,21,0,26,23,12
6,4,1,1,0,12,6,12
6,5,1,1,0,19,11,12
6,4,0,2,0,4,2,12
6,21,1,2,0,34,32,12
6,1,1,1,0,9,4,12
6,3,1,2,0,4,3,12
6,0,4,0,0,4,2,12
6,0,1,3,0,14,20,12
6,11,1,1,0,22,1,12
6,0,1,1,0,15,10,12
6,6,1,3,0,47,20,11
6,3,1,1,0,35,35,12
6,1,0,3,0,4,2,12
6,23,1,1,0,96,58,12
6,0,1,1,0,8,4,12
6,2,1,10,0,12,12,12
6,2,1,2,0,14,13,12
6,2,0,3,0,7,5,12
6,4,1,1,0,35,32,12
6,2,0,2,0,2,0,12
6,13,1,1,0,57,37,12
6,2,1,12,0,13,13,12
6,9,1,1,0,16,16,12
6,0,4,0,0,5,3,12
6,12,1,1,0,16,29,12
6,1,1,2,0,7,4,11
6,4,1,1,0,65,55,11
6,13,1,2,0,72,44,11
6,4,1,1,0,18,13,11
6,1,1,1,0,2,1,11
6,2,1,1,0,15,11,11
6,0,0,0,0,1,0,11
6,14,1,1,0,58,37,11
6,9,1,1,0,25,14,11
6,13,1,1,0,44,39,11
6,5,2,1,0,1,1,11
6,0,4,0,0,2,1,12
6,0,4,0,0,3,2,12
6,0,0,0,0,1,0,12
6,1,1,1,0,2,3,12
6,4,1,1,0,21,10,11
6,3,1,1,0,13,6,11
6,3,1,1,2,10,3,11
6,2,1,1,0,36,12,12
6,3,1,1,0,9,3,12
6,4,1,1,0,25,27,12
6,20,2,7,0,21,11,12
6,5,1,2,2,6,3,12
6,7,2,1,0,11,10,12
6,8,2,1,0,14,14,12
6,13,2,6,0,15,9,12
6,3,1,1,0,15,17,12
6,14,2,7,0,20,12,12
6,3,1,1,0,7,3,12
6,12,1,6,0,58,32,11
6,3,1,1,0,9,5,11
6,22,3,1,0,29,6,12
6,102,3,5,5,176,113,12
6,79,1,3,0,167,40,11
6,19,1,16,2,29,7,12
6,0,0,0,0,3,0,12
6,5,1,1,0,2,3,12
6,16,1,4,0,66,55,12
6,0,0,0,0,3,0,12
6,1,1,2,0,6,6,12
6,13,2,1,0,35,13,12
6,1,1,1,0,3,1,12
6,14,2,1,0,29,22,12
6,2,1,4,0,6,6,12
6,5,1,1,0,12,6,12
6,7,1,3,0,9,6,12
6,28,1,5,0,75,47,12
6,27,1,1,0,52,9,11
6,3,1,8,3,32,16,12
6,0,1,1,0,3,4,12
6,9,1,4,0,17,15,12
6,2,1,1,0,4,6,12
6,0,1,1,0,1,2,12
6,4,1,6,0,9,7,12
6,3,1,6,0,9,7,12
6,4,1,3,0,25,24,12
6,2,1,1,0,2,2,12
6,5,1,7,0,25,19,12
6,0,0,0,0,13,0,12
6,1,1,1,0,2,4,12
6,0,1,1,0,1,3,12
6,0,0,0,0,7,0,12
6,16,1,5,0,36,13,11
6,1,1,4,0,8,6,11
6,1,1,2,0,4,4,11
6,1,1,2,0,10,7,11
6,35,2,2,0,67,25,12
6,1,2,1,0,2,1,12
6,1,2,1,0,2,1,12
6,12,1,1,0,28,19,12
6,3,1,3,0,7,7,12
6,10,1,1,0,16,9,12
6,7,1,0,0,6,2,12
6,5,3,1,0,20,15,11
6,26,3,2,0,13,6,12
6,42,2,1,2,149,80,12
6,9,3,4,2,6,5,12
6,4,1,1,0,19,6,12
6,6,2,1,0,19,7,12
6,3,1,0,0,1,1,12
6,7,4,0,0,2,1,12
6,7,4,0,0,2,1,12
6,8,2,2,1,6,5,12
6,6,0,2,0,2,0,12
6,3,1,2,0,5,5,12
6,4,1,1,0,16,5,12
6,11,1,1,0,15,6,12
6,9,1,1,0,18,9,12
6,3,2,1,0,14,5,12
6,7,1,2,0,9,6,12
6,6,1,0,0,4,2,12
6,5,1,2,0,6,3,12
6,40,3,1,0,47,23,12
6,1,2,1,0,2,1,12
6,1,2,1,0,2,1,12
6,13,2,2,0,21,6,12
6,19,1,3,3,8,5,12
6,52,3,1,1,28,11,12
6,1,2,1,0,2,1,12
6,1,2,1,0,2,1,12
6,23,3,4,1,42,22,12
6,9,1,1,2,7,5,12
6,38,1,2,0,68,18,11
6,39,2,1,0,72,19,11
6,13,2,2,0,21,5,11
6,0,0,0,0,0,0,11
6,8,2,2,0,2,4,11
6,57,1,2,0,184,75,11
6,5,4,1,0,3,2,11
6,8,4,4,0,13,6,11
6,8,2,2,0,19,5,11
6,7,2,3,0,14,10,11
6,3,1,1,0,3,1,11
6,6,1,2,0,12,2,11
6,5,1,1,0,5,2,11
6,23,1,1,0,39,16,11
6,7,2,1,0,4,3,11
6,4,1,2,0,7,7,11
6,15,2,2,0,4,5,12
6,20,4,1,0,22,10,12
6,3,1,4,0,12,4,11
6,10,1,2,0,14,6,11
6,7,1,5,0,36,6,11
6,41,1,1,0,74,13,11
6,8,1,2,0,29,10,12
6,0,0,0,0,5,0,12
6,16,2,3,0,37,15,12
6,2,1,1,0,7,4,12
6,3,1,0,0,2,1,12
6,3,1,0,0,2,1,12
6,6,2,1,2,6,3,12
6,1,0,2,0,2,0,12
6,0,0,0,0,5,0,12
6,14,1,4,0,27,10,12
6,3,1,1,0,1,1,12
6,10,1,1,0,12,2,12
6,4,0,2,0,2,0,12
6,28,1,1,0,36,15,12
6,0,0,0,0,0,0,12
6,6,1,1,0,22,6,12
6,3,1,3,0,4,4,12
6,8,1,1,0,13,4,12
6,10,4,1,0,19,2,12
6,1,1,2,0,2,2,12
6,15,1,8,0,49,46,11
6,5,1,2,0,7,3,12
6,3,1,2,0,4,3,12
6,5,1,2,0,6,3,12
6,7,1,2,0,44,48,12
6,3,4,1,0,2,1,12
6,7,1,6,0,9,7,12
6,6,1,0,0,0,0,12
6,21,4,1,0,49,6,12
6,19,4,1,0,49,18,12
6,18,4,1,0,33,12,12
6,20,4,1,0,38,9,12
6,31,4,1,0,60,16,12
6,0,1,2,0,3,3,12
6,3,1,2,0,4,3,12
6,4,1,1,0,16,9,12
6,3,0,2,0,6,5,12
6,3,1,5,0,7,5,12
6,10,4,1,0,18,2,12
6,17,4,1,0,30,5,12
6,8,4,1,0,7,2,12
6,35,4,1,0,86,21,12
6,7,1,6,0,9,6,12
6,5,1,0,0,0,0,12
6,11,4,1,0,9,3,12
6,11,4,1,0,16,3,12
6,16,4,1,0,26,5,12
6,18,4,1,0,31,4,12
6,10,1,1,0,17,8,12
6,22,4,1,0,87,6,12
6,13,4,1,0,15,7,12
6,7,1,1,0,14,11,12
6,3,1,2,0,2,2,12
6,19,4,1,0,23,6,12
6,4,1,2,0,8,4,12
6,26,4,1,0,68,24,12
6,45,5,1,0,108,45,12
6,38,5,2,0,67,27,12
6,23,4,1,0,31,14,12
6,26,5,1,0,67,24,12
6,6,5,1,0,4,2,12
6,3,1,2,0,7,3,12
6,19,1,0,0,1,1,12
6,10,0,2,0,2,0,12
6,0,0,2,0,2,0,12
6,11,2,2,0,29,15,12
6,15,1,1,0,55,28,12
6,37,1,3,0,91,32,12
6,0,0,0,0,48,0,12
6,177,2,1,0,455,281,12
6,2,1,2,0,2,2,12
6,13,2,13,0,30,19,12
6,4,1,1,0,4,4,12
6,9,5,3,12,13,6,12
6,0,1,0,0,0,0,12
6,5,4,1,0,7,3,12
6,14,1,1,0,25,2,11
6,7,1,6,0,68,52,11
6,11,1,1,0,19,12,11
6,40,1,3,0,86,37,11
6,24,1,1,0,27,17,11
6,16,2,3,0,35,8,11
6,11,1,1,0,10,1,11
6,52,2,8,0,162,62,11
6,6,1,1,0,3,1,11
6,26,2,2,0,67,19,11
6,8,1,1,0,5,1,11
6,16,2,2,0,30,6,11
6,10,1,1,0,9,2,11
6,33,2,2,0,157,69,11
6,9,1,1,0,8,3,11
6,15,2,2,0,28,5,11
6,10,1,1,0,9,2,11
6,45,2,3,0,195,114,11
6,4,2,1,2,3,1,11
6,8,2,1,2,10,1,11
6,3,2,1,0,10,3,11
6,9,1,1,2,5,2,11
6,11,2,3,0,31,8,11
6,10,2,2,0,27,8,11
6,8,2,2,0,18,5,11
6,4,2,1,0,17,10,11
6,18,2,3,0,82,36,11
6,10,1,1,0,18,3,11
6,15,2,2,0,18,3,11
6,9,1,1,0,9,1,11
6,14,1,2,0,21,7,11
6,21,1,2,0,72,34,11
6,21,2,2,0,65,57,11
6,4,2,1,0,4,1,11
6,10,1,1,2,6,2,11
6,5,2,1,0,4,1,11
6,26,2,2,0,93,79,11
6,11,1,2,0,47,10,11
6,1,1,0,0,1,1,11
6,14,2,1,0,81,46,11
6,7,1,1,0,8,1,11
6,41,2,2,0,144,51,11
6,3,2,1,0,10,3,11
6,8,1,1,0,9,1,11
6,20,2,7,0,76,89,11
6,8,2,1,2,8,1,11
6,3,3,1,0,2,1,11
6,5,3,1,0,4,1,11
6,10,2,1,2,12,1,11
